routeId,capacity,deliveriesNumber,routeCreationTimestamp
r-shiinc-242170,3,22,"2020-05-06 13:44:06"
r-shiinc-242171,3,12,"2020-05-06 13:46:04"
r-shiinc-242173,3,10,"2020-05-06 13:47:59"
r-shiinc-242176,3,23,"2020-05-06 13:50:48"
r-shiinc-242178,3,17,"2020-05-06 13:51:41"
r-shiinc-242182,3,23,"2020-05-06 13:53:01"
r-shiinc-242187,4,13,"2020-05-06 14:01:19"
r-shiinc-242188,3,15,"2020-05-06 14:01:20"
r-shiinc-242195,3,4,"2020-05-06 14:09:44"
r-shiinc-242198,3,7,"2020-05-06 14:21:43"
r-shiinc-242199,3,17,"2020-05-06 14:34:38"
r-shiinc-242200,3,21,"2020-05-06 14:34:39"
r-shiinc-242201,3,20,"2020-05-06 14:34:39"
r-shiinc-242217,3,10,"2020-05-06 14:51:13"
r-shiinc-242218,4,13,"2020-05-06 14:51:13"
r-shiinc-242219,3,4,"2020-05-06 14:52:43"
r-shiinc-242220,3,7,"2020-05-06 14:54:17"
r-shiinc-242224,3,18,"2020-05-06 14:55:01"
r-shiinc-242228,3,10,"2020-05-06 14:57:01"
r-shiinc-242229,3,16,"2020-05-06 14:59:31"
r-shiinc-242230,3,19,"2020-05-06 14:59:33"
r-shiinc-242231,3,18,"2020-05-06 14:59:34"
r-shiinc-242232,3,21,"2020-05-06 14:59:34"
r-shiinc-242233,3,22,"2020-05-06 14:59:34"
r-shiinc-242234,3,20,"2020-05-06 14:59:35"
r-shiinc-242251,3,7,"2020-05-06 15:03:36"
r-shiinc-242341,4,8,"2020-05-06 15:21:26"
r-shiinc-242352,3,4,"2020-05-06 15:35:37"
r-shiinc-242362,3,3,"2020-05-06 15:53:28"
r-shiinc-242363,3,16,"2020-05-06 15:53:34"
r-shiinc-242364,3,16,"2020-05-06 15:53:34"
r-shiinc-242365,3,14,"2020-05-06 15:53:34"
r-shiinc-242366,3,20,"2020-05-06 15:53:35"
r-shiinc-242372,3,5,"2020-05-06 15:59:56"
r-shiinc-242373,3,6,"2020-05-06 16:01:05"
r-shiinc-242374,3,4,"2020-05-06 16:01:23"
r-shiinc-242379,3,3,"2020-05-06 16:05:11"
r-shiinc-242382,5,9,"2020-05-06 16:07:13"
r-shiinc-242383,4,13,"2020-05-06 16:08:25"
r-shiinc-242384,4,6,"2020-05-06 16:09:40"
r-shiinc-242385,3,16,"2020-05-06 16:10:27"
r-shiinc-242386,3,13,"2020-05-06 16:12:00"
r-shiinc-242387,3,6,"2020-05-06 16:13:17"
r-shiinc-242393,3,9,"2020-05-06 16:14:46"
r-shiinc-242395,3,4,"2020-05-06 16:18:30"
r-shiinc-242402,3,9,"2020-05-06 16:29:06"
r-shiinc-242411,3,13,"2020-05-06 16:49:53"
r-shiinc-242415,3,17,"2020-05-06 16:57:54"
r-shiinc-242416,3,18,"2020-05-06 16:57:55"
r-shiinc-242417,4,19,"2020-05-06 16:57:55"
r-shiinc-242418,4,20,"2020-05-06 16:57:57"
r-shiinc-242419,4,20,"2020-05-06 16:57:57"
r-shiinc-242420,4,23,"2020-05-06 16:57:58"
r-shiinc-242421,4,23,"2020-05-06 16:57:58"
r-shiinc-242429,3,21,"2020-05-06 17:22:22"
r-shiinc-242430,3,22,"2020-05-06 17:22:22"
r-shiinc-242431,3,22,"2020-05-06 17:22:24"
r-shiinc-242432,3,22,"2020-05-06 17:22:24"
r-shiinc-242433,3,22,"2020-05-06 17:22:24"
r-shiinc-242438,3,14,"2020-05-06 17:30:26"
r-shiinc-242439,3,16,"2020-05-06 17:30:27"
r-shiinc-242440,3,12,"2020-05-06 17:30:27"
r-shiinc-242441,3,13,"2020-05-06 17:30:27"
r-shiinc-242550,3,13,"2020-05-06 18:27:39"
r-shiinc-242551,3,12,"2020-05-06 18:27:40"
r-shiinc-242552,4,13,"2020-05-06 18:27:40"
r-shiinc-242553,3,11,"2020-05-06 18:27:40"
r-shiinc-242558,5,19,"2020-05-06 18:59:55"
r-shiinc-242559,3,19,"2020-05-06 18:59:56"
r-shiinc-242560,3,20,"2020-05-06 18:59:56"
r-shiinc-242561,3,21,"2020-05-06 18:59:56"
r-shiinc-242588,3,11,"2020-05-06 19:50:35"
r-shiinc-242600,3,5,"2020-05-06 20:03:43"
r-shiinc-242614,4,21,"2020-05-06 20:44:41"
r-shiinc-242619,4,18,"2020-05-06 20:47:22"
r-shiinc-242626,4,18,"2020-05-06 20:49:53"
r-shiinc-242628,4,18,"2020-05-06 20:52:11"
r-shiinc-242631,3,26,"2020-05-06 21:01:35"
r-shiinc-242632,3,36,"2020-05-06 21:01:40"
r-shiinc-242633,3,36,"2020-05-06 21:01:43"
r-shiinc-242634,3,35,"2020-05-06 21:01:46"
r-shiinc-242635,3,22,"2020-05-06 21:11:26"
r-shiinc-242636,3,31,"2020-05-06 21:11:30"
r-shiinc-242637,3,26,"2020-05-06 21:11:31"
r-shiinc-242638,3,25,"2020-05-06 21:11:31"
r-shiinc-242639,3,25,"2020-05-06 21:11:31"
r-shiinc-242640,3,27,"2020-05-06 21:11:33"
r-shiinc-242641,3,32,"2020-05-06 21:11:34"
r-shiinc-242642,3,26,"2020-05-06 21:11:34"
r-shiinc-242643,3,25,"2020-05-06 21:11:34"
r-shiinc-242644,3,27,"2020-05-06 21:11:35"
r-shiinc-242645,3,28,"2020-05-06 21:11:38"
r-shiinc-242646,3,25,"2020-05-06 21:11:38"
r-shiinc-242647,3,27,"2020-05-06 21:11:40"
r-shiinc-242648,3,28,"2020-05-06 21:11:40"
r-shiinc-242703,3,10,"2020-05-06 22:05:30"
r-shiinc-242704,3,19,"2020-05-06 22:05:30"
r-shiinc-242710,3,6,"2020-05-06 22:18:09"
r-shiinc-242712,3,13,"2020-05-06 22:18:09"
r-shiinc-242713,3,20,"2020-05-06 22:18:10"
r-shiinc-242715,3,24,"2020-05-06 22:19:44"
r-shiinc-242716,4,28,"2020-05-06 22:19:44"
r-shiinc-242717,4,25,"2020-05-06 22:19:45"
r-shiinc-242718,4,30,"2020-05-06 22:19:47"
r-shiinc-242722,2,2,"2020-05-06 22:34:08"
r-shiinc-242857,5,19,"2020-05-07 00:09:18"
r-shiinc-242858,5,19,"2020-05-07 00:09:21"
r-shiinc-242859,5,18,"2020-05-07 00:09:21"
r-shiinc-242860,5,18,"2020-05-07 00:09:22"
r-shiinc-242874,3,12,"2020-05-07 01:08:05"
r-shiinc-242875,3,20,"2020-05-07 01:08:06"
r-shiinc-242964,3,3,"2020-05-07 02:58:06"
r-shiinc-242985,5,100,"2020-05-07 03:55:04"
r-shiinc-242986,5,55,"2020-05-07 03:55:16"
r-shiinc-242987,5,66,"2020-05-07 03:55:51"
r-shiinc-242988,5,50,"2020-05-07 03:56:05"
r-shiinc-242989,5,59,"2020-05-07 03:56:31"
r-shiinc-242990,5,44,"2020-05-07 03:57:04"
r-shiinc-242991,5,51,"2020-05-07 03:57:45"
r-shiinc-242992,5,50,"2020-05-07 03:58:02"
r-shiinc-242993,5,63,"2020-05-07 03:58:21"
r-shiinc-242994,5,72,"2020-05-07 03:59:38"
r-shiinc-242995,5,62,"2020-05-07 04:01:08"
r-shiinc-242996,5,81,"2020-05-07 04:02:58"
r-shiinc-242997,5,61,"2020-05-07 04:05:30"
r-shiinc-243016,4,44,"2020-05-07 05:57:42"
r-shiinc-243017,4,66,"2020-05-07 05:58:33"
r-shiinc-243018,5,110,"2020-05-07 06:00:08"
r-shiinc-243019,5,48,"2020-05-07 06:00:22"
r-shiinc-243020,5,95,"2020-05-07 06:01:26"
r-shiinc-243021,5,40,"2020-05-07 06:01:45"
r-shiinc-243022,5,122,"2020-05-07 06:02:52"
r-shiinc-243023,5,114,"2020-05-07 06:02:54"
r-shiinc-243024,5,112,"2020-05-07 06:03:07"
r-shiinc-243025,5,111,"2020-05-07 06:03:36"
r-shiinc-243027,5,117,"2020-05-07 06:06:06"
r-shiinc-243030,5,73,"2020-05-07 06:23:20"
r-shiinc-243031,5,85,"2020-05-07 06:23:21"
r-shiinc-243032,5,86,"2020-05-07 06:23:40"
r-shiinc-243184,3,3,"2020-05-07 13:22:18"
r-shiinc-243185,3,3,"2020-05-07 13:26:57"
r-shiinc-243186,3,7,"2020-05-07 13:26:58"
r-shiinc-243187,3,2,"2020-05-07 13:28:10"
r-shiinc-243189,3,14,"2020-05-07 13:32:00"
r-shiinc-243190,3,14,"2020-05-07 13:32:00"
r-shiinc-243191,3,20,"2020-05-07 13:34:27"
r-shiinc-243192,3,19,"2020-05-07 13:34:28"
r-shiinc-243193,3,20,"2020-05-07 13:34:29"
r-shiinc-243194,3,7,"2020-05-07 13:35:03"
r-shiinc-243203,3,19,"2020-05-07 13:35:56"
r-shiinc-243205,3,21,"2020-05-07 13:36:33"
r-shiinc-243206,3,21,"2020-05-07 13:36:36"
r-shiinc-243208,3,24,"2020-05-07 13:37:00"
r-shiinc-243209,3,17,"2020-05-07 13:37:25"
r-shiinc-243221,3,13,"2020-05-07 13:47:55"
r-shiinc-243234,3,13,"2020-05-07 13:56:16"
r-shiinc-243235,3,15,"2020-05-07 13:56:25"
r-shiinc-243240,3,16,"2020-05-07 13:57:20"
r-shiinc-243241,3,13,"2020-05-07 13:57:20"
r-shiinc-243242,3,2,"2020-05-07 13:57:42"
r-shiinc-243248,3,5,"2020-05-07 14:00:11"
r-shiinc-243249,3,19,"2020-05-07 14:00:27"
r-shiinc-243250,3,20,"2020-05-07 14:00:28"
r-shiinc-243251,3,19,"2020-05-07 14:00:28"
r-shiinc-243252,3,19,"2020-05-07 14:00:28"
r-shiinc-243254,3,15,"2020-05-07 14:02:35"
r-shiinc-243255,3,17,"2020-05-07 14:02:35"
r-shiinc-243256,3,16,"2020-05-07 14:02:35"
r-shiinc-243257,3,18,"2020-05-07 14:02:36"
r-shiinc-243259,3,23,"2020-05-07 14:02:36"
r-shiinc-243264,3,6,"2020-05-07 14:08:09"
r-shiinc-243276,3,11,"2020-05-07 14:17:38"
r-shiinc-243279,3,9,"2020-05-07 14:18:35"
r-shiinc-243280,3,14,"2020-05-07 14:20:01"
r-shiinc-243283,3,19,"2020-05-07 14:20:43"
r-shiinc-243289,3,11,"2020-05-07 14:25:08"
r-shiinc-243295,3,18,"2020-05-07 14:26:15"
r-shiinc-243298,3,12,"2020-05-07 14:27:22"
r-shiinc-243305,3,3,"2020-05-07 14:31:42"
r-shiinc-243307,3,4,"2020-05-07 14:32:39"
r-shiinc-243310,3,4,"2020-05-07 14:32:55"
r-shiinc-243314,3,2,"2020-05-07 14:33:25"
r-shiinc-243315,3,24,"2020-05-07 14:33:33"
r-shiinc-243318,3,18,"2020-05-07 14:35:53"
r-shiinc-243319,3,2,"2020-05-07 14:36:35"
r-shiinc-243320,3,20,"2020-05-07 14:37:25"
r-shiinc-243322,3,17,"2020-05-07 14:39:06"
r-shiinc-243325,3,15,"2020-05-07 14:41:46"
r-shiinc-243328,3,20,"2020-05-07 14:44:38"
r-shiinc-243336,3,3,"2020-05-07 15:04:18"
r-shiinc-243342,3,9,"2020-05-07 15:13:27"
r-shiinc-243343,3,10,"2020-05-07 15:13:27"
r-shiinc-243344,3,8,"2020-05-07 15:13:27"
r-shiinc-243345,3,8,"2020-05-07 15:13:28"
r-shiinc-243348,3,9,"2020-05-07 15:18:01"
r-shiinc-243350,3,8,"2020-05-07 15:19:10"
r-shiinc-243352,3,9,"2020-05-07 15:19:11"
r-shiinc-243357,4,14,"2020-05-07 15:21:51"
r-shiinc-243365,3,8,"2020-05-07 15:24:51"
r-shiinc-243369,3,15,"2020-05-07 15:27:05"
r-shiinc-243370,3,16,"2020-05-07 15:27:05"
r-shiinc-243371,3,10,"2020-05-07 15:27:23"
r-shiinc-243372,3,13,"2020-05-07 15:27:23"
r-shiinc-243378,3,2,"2020-05-07 15:29:22"
r-shiinc-243380,3,7,"2020-05-07 15:29:46"
r-shiinc-243395,3,10,"2020-05-07 15:37:04"
r-shiinc-243396,3,2,"2020-05-07 15:38:52"
r-shiinc-243403,3,5,"2020-05-07 15:41:58"
r-shiinc-243409,3,8,"2020-05-07 15:44:45"
r-shiinc-243411,3,5,"2020-05-07 15:45:59"
r-shiinc-243413,3,7,"2020-05-07 15:48:16"
r-shiinc-243417,4,8,"2020-05-07 15:51:32"
r-shiinc-243419,3,9,"2020-05-07 15:53:06"
r-shiinc-243420,3,13,"2020-05-07 15:53:38"
r-shiinc-243422,3,10,"2020-05-07 15:56:12"
r-shiinc-243424,3,16,"2020-05-07 15:56:51"
r-shiinc-243425,3,16,"2020-05-07 15:56:51"
r-shiinc-243426,3,22,"2020-05-07 15:56:52"
r-shiinc-243427,3,16,"2020-05-07 15:56:53"
r-shiinc-243428,3,5,"2020-05-07 15:57:20"
r-shiinc-243431,3,9,"2020-05-07 16:01:13"
r-shiinc-243433,3,6,"2020-05-07 16:02:38"
r-shiinc-243434,3,11,"2020-05-07 16:02:38"
r-shiinc-243435,3,9,"2020-05-07 16:02:39"
r-shiinc-243488,3,12,"2020-05-07 16:04:41"
r-shiinc-243490,3,10,"2020-05-07 16:05:17"
r-shiinc-243576,3,20,"2020-05-07 16:51:06"
r-shiinc-243577,3,20,"2020-05-07 16:51:07"
r-shiinc-243578,3,20,"2020-05-07 16:51:07"
r-shiinc-243579,3,22,"2020-05-07 16:51:08"
r-shiinc-243580,3,21,"2020-05-07 16:51:09"
r-shiinc-243582,3,2,"2020-05-07 16:52:30"
r-shiinc-243588,4,6,"2020-05-07 17:00:09"
r-shiinc-243589,4,17,"2020-05-07 17:00:09"
r-shiinc-243601,5,18,"2020-05-07 17:14:23"
r-shiinc-243602,3,18,"2020-05-07 17:14:23"
r-shiinc-243603,3,17,"2020-05-07 17:14:24"
r-shiinc-243604,4,18,"2020-05-07 17:14:26"
r-shiinc-243605,4,18,"2020-05-07 17:14:26"
r-shiinc-243606,4,18,"2020-05-07 17:14:26"
r-shiinc-243607,4,19,"2020-05-07 17:14:26"
r-shiinc-243610,3,17,"2020-05-07 17:18:17"
r-shiinc-243611,3,19,"2020-05-07 17:18:18"
r-shiinc-243612,3,18,"2020-05-07 17:18:22"
r-shiinc-243613,3,17,"2020-05-07 17:18:26"
r-shiinc-243628,4,17,"2020-05-07 17:35:04"
r-shiinc-243638,3,17,"2020-05-07 18:23:10"
r-shiinc-243639,3,16,"2020-05-07 18:23:10"
r-shiinc-243640,3,16,"2020-05-07 18:23:10"
r-shiinc-243641,3,18,"2020-05-07 18:23:10"
r-shiinc-243643,3,11,"2020-05-07 18:25:03"
r-shiinc-243645,3,9,"2020-05-07 18:32:44"
r-shiinc-243648,3,10,"2020-05-07 18:46:28"
r-shiinc-243650,4,28,"2020-05-07 19:10:41"
r-shiinc-243677,3,8,"2020-05-07 19:53:00"
r-shiinc-243678,3,10,"2020-05-07 19:54:59"
r-shiinc-243691,3,3,"2020-05-07 20:03:31"
r-shiinc-243728,4,30,"2020-05-07 20:35:28"
r-shiinc-243789,4,18,"2020-05-07 21:06:18"
r-shiinc-243790,4,20,"2020-05-07 21:10:27"
r-shiinc-243791,4,16,"2020-05-07 21:14:06"
r-shiinc-243792,4,18,"2020-05-07 21:17:33"
r-shiinc-243812,3,18,"2020-05-07 21:43:40"
r-shiinc-243813,3,17,"2020-05-07 21:43:41"
r-shiinc-243814,3,19,"2020-05-07 21:43:41"
r-shiinc-243817,3,7,"2020-05-07 21:51:41"
r-shiinc-243818,3,6,"2020-05-07 21:51:41"
r-shiinc-243819,3,17,"2020-05-07 21:51:42"
r-shiinc-243823,3,25,"2020-05-07 22:14:25"
r-shiinc-243824,3,26,"2020-05-07 22:14:29"
r-shiinc-243825,3,24,"2020-05-07 22:14:29"
r-shiinc-243826,3,24,"2020-05-07 22:14:30"
r-shiinc-243827,3,27,"2020-05-07 22:14:31"
r-shiinc-243828,3,28,"2020-05-07 22:14:31"
r-shiinc-243829,3,26,"2020-05-07 22:14:33"
r-shiinc-243830,3,19,"2020-05-07 22:14:33"
r-shiinc-243831,3,32,"2020-05-07 22:14:33"
r-shiinc-243832,3,24,"2020-05-07 22:14:33"
r-shiinc-243833,3,36,"2020-05-07 22:14:33"
r-shiinc-243834,3,23,"2020-05-07 22:14:38"
r-shiinc-243835,3,20,"2020-05-07 22:14:38"
r-shiinc-243836,3,25,"2020-05-07 22:14:38"
r-shiinc-243837,3,23,"2020-05-07 22:14:39"
r-shiinc-243838,3,21,"2020-05-07 22:14:39"
r-shiinc-243839,3,22,"2020-05-07 22:14:41"
r-shiinc-243840,3,39,"2020-05-07 22:14:41"
r-shiinc-243849,4,31,"2020-05-07 23:04:11"
r-shiinc-243850,4,34,"2020-05-07 23:04:12"
r-shiinc-243851,4,34,"2020-05-07 23:04:13"
r-shiinc-243852,4,34,"2020-05-07 23:04:15"
r-shiinc-243853,4,35,"2020-05-07 23:04:20"
r-shiinc-243978,5,17,"2020-05-08 00:09:19"
r-shiinc-243979,5,15,"2020-05-08 00:09:21"
r-shiinc-243980,5,16,"2020-05-08 00:09:21"
r-shiinc-243981,5,17,"2020-05-08 00:09:22"
r-shiinc-243989,3,6,"2020-05-08 00:25:48"
r-shiinc-243990,3,6,"2020-05-08 00:26:06"
r-shiinc-243991,3,12,"2020-05-08 00:26:23"
r-shiinc-243993,3,3,"2020-05-08 00:26:46"
r-shiinc-243999,3,5,"2020-05-08 00:28:46"
r-shiinc-244079,5,44,"2020-05-08 04:04:02"
r-shiinc-244080,4,40,"2020-05-08 04:23:53"
r-shiinc-244082,5,68,"2020-05-08 04:25:46"
r-shiinc-244083,5,86,"2020-05-08 04:25:56"
r-shiinc-244084,5,81,"2020-05-08 04:26:12"
r-shiinc-244085,5,87,"2020-05-08 04:26:13"
r-shiinc-244086,5,83,"2020-05-08 04:26:20"
r-shiinc-244087,5,77,"2020-05-08 04:26:39"
r-shiinc-244088,5,132,"2020-05-08 04:29:18"
r-shiinc-244089,5,57,"2020-05-08 04:29:26"
r-shiinc-244091,4,45,"2020-05-08 05:48:49"
r-shiinc-244092,4,49,"2020-05-08 05:48:51"
r-shiinc-244093,5,66,"2020-05-08 05:49:07"
r-shiinc-244094,4,44,"2020-05-08 05:49:14"
r-shiinc-244095,5,106,"2020-05-08 05:49:43"
r-shiinc-244096,5,84,"2020-05-08 05:50:06"
r-shiinc-244097,5,87,"2020-05-08 05:50:32"
r-shiinc-244098,5,95,"2020-05-08 05:50:38"
r-shiinc-244099,5,107,"2020-05-08 05:50:42"
r-shiinc-244100,5,54,"2020-05-08 05:50:48"
r-shiinc-244101,5,29,"2020-05-08 05:50:58"
r-shiinc-244102,5,82,"2020-05-08 05:50:59"
r-shiinc-244103,5,92,"2020-05-08 05:51:01"
r-shiinc-244104,5,98,"2020-05-08 05:51:16"
r-shiinc-244257,3,19,"2020-05-08 13:11:56"
r-shiinc-244258,4,18,"2020-05-08 13:11:56"
r-shiinc-244259,5,20,"2020-05-08 13:11:57"
r-shiinc-244260,4,21,"2020-05-08 13:11:57"
r-shiinc-244265,3,4,"2020-05-08 13:21:35"
r-shiinc-244266,3,4,"2020-05-08 13:21:35"
r-shiinc-244269,4,2,"2020-05-08 13:26:59"
r-shiinc-244270,3,3,"2020-05-08 13:26:59"
r-shiinc-244272,3,20,"2020-05-08 13:29:30"
r-shiinc-244273,3,21,"2020-05-08 13:29:31"
r-shiinc-244274,3,22,"2020-05-08 13:29:32"
r-shiinc-244275,3,13,"2020-05-08 13:31:54"
r-shiinc-244276,3,14,"2020-05-08 13:31:55"
r-shiinc-244277,3,9,"2020-05-08 13:31:57"
r-shiinc-244285,3,22,"2020-05-08 13:39:32"
r-shiinc-244287,3,15,"2020-05-08 13:39:48"
r-shiinc-244289,3,19,"2020-05-08 13:40:20"
r-shiinc-244290,3,25,"2020-05-08 13:40:36"
r-shiinc-244291,4,18,"2020-05-08 13:40:51"
r-shiinc-244292,3,17,"2020-05-08 13:41:26"
r-shiinc-244306,3,22,"2020-05-08 13:56:22"
r-shiinc-244307,3,18,"2020-05-08 13:56:23"
r-shiinc-244308,3,17,"2020-05-08 13:56:26"
r-shiinc-244309,3,20,"2020-05-08 13:56:30"
r-shiinc-244328,3,11,"2020-05-08 14:06:23"
r-shiinc-244329,3,15,"2020-05-08 14:07:22"
r-shiinc-244330,3,9,"2020-05-08 14:07:22"
r-shiinc-244333,3,19,"2020-05-08 14:43:11"
r-shiinc-244343,3,10,"2020-05-08 14:13:24"
r-shiinc-244344,3,11,"2020-05-08 14:13:25"
r-shiinc-244345,3,18,"2020-05-08 14:13:26"
r-shiinc-244348,4,17,"2020-05-08 14:14:43"
r-shiinc-244349,4,17,"2020-05-08 14:14:45"
r-shiinc-244350,3,15,"2020-05-08 14:15:53"
r-shiinc-244351,3,14,"2020-05-08 14:15:53"
r-shiinc-244355,3,15,"2020-05-08 14:17:06"
r-shiinc-244356,3,16,"2020-05-08 14:18:55"
r-shiinc-244357,3,19,"2020-05-08 14:18:55"
r-shiinc-244358,3,17,"2020-05-08 14:18:55"
r-shiinc-244359,3,10,"2020-05-08 14:19:35"
r-shiinc-244360,3,12,"2020-05-08 14:19:35"
r-shiinc-244361,3,26,"2020-05-08 14:19:35"
r-shiinc-244363,3,19,"2020-05-08 14:25:41"
r-shiinc-244365,3,11,"2020-05-08 14:30:29"
r-shiinc-244366,3,21,"2020-05-08 14:31:49"
r-shiinc-244367,3,16,"2020-05-08 14:33:27"
r-shiinc-244368,3,16,"2020-05-08 14:35:04"
r-shiinc-244369,3,14,"2020-05-08 14:45:03"
r-shiinc-244371,3,8,"2020-05-08 14:36:59"
r-shiinc-244373,3,11,"2020-05-08 14:39:58"
r-shiinc-244374,3,2,"2020-05-08 14:42:30"
r-shiinc-244376,3,19,"2020-05-08 14:44:23"
r-shiinc-244377,3,15,"2020-05-08 14:46:28"
r-shiinc-244378,3,18,"2020-05-08 14:46:28"
r-shiinc-244379,3,17,"2020-05-08 14:46:28"
r-shiinc-244380,3,22,"2020-05-08 14:46:29"
r-shiinc-244381,3,22,"2020-05-08 14:46:30"
r-shiinc-244402,3,15,"2020-05-08 15:11:25"
r-shiinc-244403,4,28,"2020-05-08 15:12:01"
r-shiinc-244405,3,6,"2020-05-08 15:16:38"
r-shiinc-244408,3,9,"2020-05-08 15:16:38"
r-shiinc-244412,3,10,"2020-05-08 15:18:04"
r-shiinc-244413,3,11,"2020-05-08 15:18:04"
r-shiinc-244414,3,21,"2020-05-08 15:18:06"
r-shiinc-244415,3,11,"2020-05-08 15:18:09"
r-shiinc-244417,3,9,"2020-05-08 15:18:09"
r-shiinc-244427,3,6,"2020-05-08 15:22:49"
r-shiinc-244430,3,4,"2020-05-08 15:24:52"
r-shiinc-244436,3,3,"2020-05-08 15:27:02"
r-shiinc-244438,3,2,"2020-05-08 15:30:20"
r-shiinc-244440,3,2,"2020-05-08 15:32:13"
r-shiinc-244442,3,7,"2020-05-08 15:33:35"
r-shiinc-244443,4,2,"2020-05-08 15:38:03"
r-shiinc-244447,3,3,"2020-05-08 15:43:41"
r-shiinc-244455,3,10,"2020-05-08 15:49:14"
r-shiinc-244457,3,12,"2020-05-08 15:50:03"
r-shiinc-244458,3,2,"2020-05-08 15:50:42"
r-shiinc-244460,4,6,"2020-05-08 15:52:44"
r-shiinc-244468,3,3,"2020-05-08 15:59:16"
r-shiinc-244477,3,10,"2020-05-08 16:03:17"
r-shiinc-244479,3,13,"2020-05-08 16:04:32"
r-shiinc-244486,3,14,"2020-05-08 16:05:45"
r-shiinc-244500,3,3,"2020-05-08 16:10:04"
r-shiinc-244554,3,8,"2020-05-08 16:18:14"
r-shiinc-244559,3,6,"2020-05-08 16:21:28"
r-shiinc-244565,3,9,"2020-05-08 16:25:12"
r-shiinc-244566,3,7,"2020-05-08 16:26:34"
r-shiinc-244572,3,4,"2020-05-08 16:28:40"
r-shiinc-244573,3,15,"2020-05-08 16:29:33"
r-shiinc-244574,3,6,"2020-05-08 16:30:25"
r-shiinc-244575,3,7,"2020-05-08 16:31:15"
r-shiinc-244576,3,5,"2020-05-08 16:32:21"
r-shiinc-244578,3,8,"2020-05-08 16:32:37"
r-shiinc-244579,3,5,"2020-05-08 16:34:03"
r-shiinc-244588,3,18,"2020-05-08 16:46:30"
r-shiinc-244589,3,19,"2020-05-08 16:46:32"
r-shiinc-244590,3,20,"2020-05-08 16:46:32"
r-shiinc-244602,3,23,"2020-05-08 16:50:34"
r-shiinc-244612,3,22,"2020-05-08 16:58:43"
r-shiinc-244613,3,20,"2020-05-08 16:58:43"
r-shiinc-244614,3,20,"2020-05-08 16:58:43"
r-shiinc-244615,3,22,"2020-05-08 16:58:45"
r-shiinc-244616,3,21,"2020-05-08 16:58:45"
r-shiinc-244620,3,16,"2020-05-08 17:10:17"
r-shiinc-244621,4,18,"2020-05-08 17:10:18"
r-shiinc-244622,4,18,"2020-05-08 17:10:19"
r-shiinc-244623,3,19,"2020-05-08 17:10:19"
r-shiinc-244624,5,23,"2020-05-08 17:10:20"
r-shiinc-244625,3,18,"2020-05-08 17:10:22"
r-shiinc-244631,3,21,"2020-05-08 17:29:55"
r-shiinc-244632,3,22,"2020-05-08 17:29:56"
r-shiinc-244633,3,23,"2020-05-08 17:29:58"
r-shiinc-244634,3,21,"2020-05-08 17:29:58"
r-shiinc-244635,3,22,"2020-05-08 17:30:02"
r-shiinc-244636,3,22,"2020-05-08 17:30:02"
r-shiinc-244637,3,22,"2020-05-08 17:30:02"
r-shiinc-244652,3,4,"2020-05-08 18:02:15"
r-shiinc-244653,3,13,"2020-05-08 18:06:10"
r-shiinc-244654,3,14,"2020-05-08 18:06:11"
r-shiinc-244678,3,8,"2020-05-08 18:22:45"
r-shiinc-244684,3,13,"2020-05-08 18:36:42"
r-shiinc-244685,3,13,"2020-05-08 18:36:43"
r-shiinc-244686,3,13,"2020-05-08 18:36:43"
r-shiinc-244687,3,18,"2020-05-08 18:36:43"
r-shiinc-244693,3,20,"2020-05-08 18:53:08"
r-shiinc-244694,3,21,"2020-05-08 18:53:09"
r-shiinc-244695,3,21,"2020-05-08 18:53:10"
r-shiinc-244696,3,21,"2020-05-08 18:53:10"
r-shiinc-244697,3,22,"2020-05-08 18:53:10"
r-shiinc-244708,3,2,"2020-05-08 19:10:29"
r-shiinc-244710,3,4,"2020-05-08 19:13:41"
r-shiinc-244760,3,11,"2020-05-08 19:53:17"
r-shiinc-244761,3,3,"2020-05-08 19:53:43"
r-shiinc-244767,1,8,"2020-05-08 20:07:18"
r-shiinc-244771,3,8,"2020-05-08 20:19:16"
r-shiinc-244822,4,19,"2020-05-08 21:23:16"
r-shiinc-244824,4,19,"2020-05-08 21:25:54"
r-shiinc-244828,4,19,"2020-05-08 21:28:47"
r-shiinc-244829,4,18,"2020-05-08 21:31:35"
r-shiinc-244833,3,2,"2020-05-08 21:47:44"
r-shiinc-244928,4,31,"2020-05-08 23:25:17"
r-shiinc-244929,4,27,"2020-05-08 23:25:21"
r-shiinc-244930,4,31,"2020-05-08 23:25:24"
r-shiinc-244931,4,31,"2020-05-08 23:25:25"
r-shiinc-244932,4,34,"2020-05-08 23:25:28"
r-shiinc-244934,4,35,"2020-05-08 23:25:29"
r-shiinc-244935,4,28,"2020-05-08 23:25:29"
r-shiinc-244936,4,29,"2020-05-08 23:25:31"
r-shiinc-244937,4,33,"2020-05-08 23:25:32"
r-shiinc-244959,3,20,"2020-05-08 23:46:42"
r-shiinc-245004,3,22,"2020-05-09 01:08:16"
r-shiinc-245005,3,31,"2020-05-09 01:08:21"
r-shiinc-245007,3,21,"2020-05-09 01:11:43"
r-shiinc-245008,3,23,"2020-05-09 01:11:45"
r-shiinc-245009,3,20,"2020-05-09 01:11:46"
r-shiinc-245010,3,21,"2020-05-09 01:11:46"
r-shiinc-245011,3,23,"2020-05-09 01:11:47"
