routeId,capacity,deliveriesNumber,routeCreationTimestamp
r-shiinc-245012,3,25,"2020-05-09 01:11:47"
r-shiinc-245013,3,23,"2020-05-09 01:11:47"
r-shiinc-245019,5,48,"2020-05-09 01:19:00"
r-shiinc-245020,5,59,"2020-05-09 01:20:03"
r-shiinc-245021,5,71,"2020-05-09 01:21:16"
r-shiinc-245022,5,64,"2020-05-09 01:21:29"
r-shiinc-245023,5,69,"2020-05-09 01:21:32"
r-shiinc-245024,5,61,"2020-05-09 01:22:14"
r-shiinc-245081,4,43,"2020-05-09 02:10:53"
r-shiinc-245082,4,38,"2020-05-09 02:11:16"
r-shiinc-245083,4,43,"2020-05-09 02:11:24"
r-shiinc-245085,4,45,"2020-05-09 02:12:08"
r-shiinc-245086,4,45,"2020-05-09 02:12:15"
r-shiinc-245087,4,72,"2020-05-09 02:12:40"
r-shiinc-245089,4,51,"2020-05-09 02:13:34"
r-shiinc-245090,4,53,"2020-05-09 02:13:35"
r-shiinc-245354,3,13,"2020-05-09 16:39:53"
r-shiinc-245355,3,14,"2020-05-09 16:39:53"
r-shiinc-245356,3,15,"2020-05-09 16:39:54"
r-shiinc-245357,3,18,"2020-05-09 16:39:54"
r-shiinc-245358,3,14,"2020-05-09 16:46:48"
r-shiinc-245359,3,14,"2020-05-09 16:46:48"
r-shiinc-245360,3,14,"2020-05-09 16:46:49"
r-shiinc-245361,3,15,"2020-05-09 16:46:51"
r-shiinc-245362,3,15,"2020-05-09 16:46:51"
r-shiinc-245363,3,19,"2020-05-09 16:46:51"
r-shiinc-245364,3,14,"2020-05-09 16:46:51"
r-shiinc-245365,3,15,"2020-05-09 16:46:51"
r-shiinc-245366,3,15,"2020-05-09 16:46:52"
r-shiinc-245367,3,13,"2020-05-09 16:46:52"
r-shiinc-245370,4,43,"2020-05-09 16:56:16"
r-shiinc-245373,4,38,"2020-05-09 17:08:25"
r-shiinc-245374,3,8,"2020-05-09 17:10:26"
r-shiinc-245377,3,9,"2020-05-09 17:10:26"
r-shiinc-245383,3,9,"2020-05-09 17:27:41"
r-shiinc-245384,3,9,"2020-05-09 17:27:42"
r-shiinc-245470,3,10,"2020-05-09 18:05:01"
r-shiinc-245471,3,9,"2020-05-09 18:05:01"
r-shiinc-245472,3,10,"2020-05-09 18:05:01"
r-shiinc-245473,3,9,"2020-05-09 20:28:39"
r-shiinc-245474,3,12,"2020-05-09 18:05:01"
r-shiinc-245475,3,13,"2020-05-09 18:05:02"
r-shiinc-245476,4,13,"2020-05-09 18:05:02"
r-shiinc-245477,3,13,"2020-05-09 18:05:02"
r-shiinc-245481,3,11,"2020-05-09 18:06:52"
r-shiinc-245482,3,10,"2020-05-09 18:06:52"
r-shiinc-245483,3,10,"2020-05-09 18:06:53"
r-shiinc-245484,3,11,"2020-05-09 18:06:53"
r-shiinc-245485,3,11,"2020-05-09 18:06:53"
r-shiinc-245486,3,10,"2020-05-09 18:06:53"
r-shiinc-245487,3,11,"2020-05-09 18:06:53"
r-shiinc-245561,3,10,"2020-05-09 20:11:41"
r-shiinc-245562,3,9,"2020-05-09 20:12:12"
r-shiinc-245563,3,11,"2020-05-09 20:12:43"
r-shiinc-245564,3,10,"2020-05-09 20:19:55"
r-shiinc-245565,3,10,"2020-05-09 20:19:55"
r-shiinc-245679,3,19,"2020-05-10 00:09:16"
r-shiinc-245680,5,17,"2020-05-10 00:09:18"
r-shiinc-245681,5,17,"2020-05-10 00:09:18"
r-shiinc-245682,5,17,"2020-05-10 00:09:19"
r-shiinc-245964,3,7,"2020-05-10 15:09:08"
r-shiinc-245973,3,13,"2020-05-10 15:32:04"
r-shiinc-246079,4,20,"2020-05-10 21:37:04"
r-shiinc-246080,4,20,"2020-05-10 21:41:19"
r-shiinc-246081,4,20,"2020-05-10 21:45:38"
r-shiinc-246085,4,19,"2020-05-10 21:49:28"
r-shiinc-246147,3,5,"2020-05-10 22:09:21"
r-shiinc-246148,5,63,"2020-05-10 23:35:16"
r-shiinc-246149,5,89,"2020-05-10 23:35:27"
r-shiinc-246150,5,46,"2020-05-10 23:35:37"
r-shiinc-246152,5,60,"2020-05-10 23:42:27"
r-shiinc-246153,5,60,"2020-05-10 23:42:41"
r-shiinc-246154,5,61,"2020-05-10 23:42:42"
r-shiinc-246156,5,59,"2020-05-10 23:42:50"
r-shiinc-246157,5,81,"2020-05-10 23:48:19"
r-shiinc-246158,5,58,"2020-05-10 23:48:32"
r-shiinc-246159,5,60,"2020-05-10 23:48:33"
r-shiinc-246160,5,63,"2020-05-10 23:48:35"
r-shiinc-246161,5,70,"2020-05-10 23:48:41"
r-shiinc-246162,5,65,"2020-05-10 23:48:49"
r-shiinc-246163,5,63,"2020-05-10 23:48:52"
r-shiinc-246164,5,55,"2020-05-10 23:48:53"
r-shiinc-246166,5,19,"2020-05-11 00:09:15"
r-shiinc-246167,5,19,"2020-05-11 00:09:17"
r-shiinc-246168,5,18,"2020-05-11 00:09:18"
r-shiinc-246169,5,20,"2020-05-11 00:09:20"
r-shiinc-246171,5,62,"2020-05-11 01:28:40"
r-shiinc-246172,5,114,"2020-05-11 01:28:49"
r-shiinc-246173,5,105,"2020-05-11 01:28:52"
r-shiinc-246174,5,113,"2020-05-11 01:28:59"
r-shiinc-246175,5,44,"2020-05-11 01:29:03"
r-shiinc-246176,5,115,"2020-05-11 01:29:08"
r-shiinc-246177,5,111,"2020-05-11 01:29:19"
r-shiinc-246178,5,25,"2020-05-11 01:30:32"
r-shiinc-246179,5,109,"2020-05-11 01:31:08"
r-shiinc-246180,5,88,"2020-05-11 01:31:57"
r-shiinc-246314,3,5,"2020-05-11 13:09:48"
r-shiinc-246325,3,4,"2020-05-11 13:21:56"
r-shiinc-246326,3,8,"2020-05-11 13:23:26"
r-shiinc-246328,3,8,"2020-05-11 13:24:32"
r-shiinc-246332,3,11,"2020-05-11 13:28:20"
r-shiinc-246333,3,8,"2020-05-11 13:28:20"
r-shiinc-246334,3,9,"2020-05-11 13:28:22"
r-shiinc-246335,3,21,"2020-05-11 13:28:22"
r-shiinc-246338,3,13,"2020-05-11 13:33:02"
r-shiinc-246339,3,13,"2020-05-11 13:33:02"
r-shiinc-246340,3,14,"2020-05-11 13:33:03"
r-shiinc-246341,3,15,"2020-05-11 13:33:03"
r-shiinc-246352,3,18,"2020-05-11 13:49:57"
r-shiinc-246353,3,17,"2020-05-11 13:49:57"
r-shiinc-246356,3,11,"2020-05-11 13:50:04"
r-shiinc-246359,3,7,"2020-05-11 13:50:17"
r-shiinc-246360,3,14,"2020-05-11 13:50:47"
r-shiinc-246365,3,22,"2020-05-11 13:51:21"
r-shiinc-246366,3,6,"2020-05-11 13:54:37"
r-shiinc-246371,3,10,"2020-05-11 13:57:12"
r-shiinc-246379,3,6,"2020-05-11 14:01:36"
r-shiinc-246381,3,5,"2020-05-11 14:03:01"
r-shiinc-246382,3,2,"2020-05-11 14:03:02"
r-shiinc-246385,3,16,"2020-05-11 14:04:13"
r-shiinc-246387,3,17,"2020-05-11 14:07:45"
r-shiinc-246388,3,19,"2020-05-11 14:07:46"
r-shiinc-246389,3,22,"2020-05-11 14:07:48"
r-shiinc-246390,3,23,"2020-05-11 14:07:48"
r-shiinc-246392,3,14,"2020-05-11 14:09:17"
r-shiinc-246393,3,19,"2020-05-11 14:09:18"
r-shiinc-246396,3,14,"2020-05-11 14:10:36"
r-shiinc-246397,3,18,"2020-05-11 14:10:36"
r-shiinc-246400,3,15,"2020-05-11 14:11:35"
r-shiinc-246401,3,16,"2020-05-11 14:11:35"
r-shiinc-246460,3,4,"2020-05-11 14:28:14"
r-shiinc-246462,3,10,"2020-05-11 14:33:04"
r-shiinc-246464,3,10,"2020-05-11 14:37:04"
r-shiinc-246473,3,7,"2020-05-11 14:37:59"
r-shiinc-246475,3,12,"2020-05-11 14:40:01"
r-shiinc-246476,3,9,"2020-05-11 14:40:32"
r-shiinc-246479,4,24,"2020-05-11 14:44:42"
r-shiinc-246481,3,20,"2020-05-11 14:45:03"
r-shiinc-246482,3,15,"2020-05-11 14:47:25"
r-shiinc-246483,3,13,"2020-05-11 14:48:52"
r-shiinc-246487,3,22,"2020-05-11 14:50:45"
r-shiinc-246489,3,26,"2020-05-11 14:51:34"
r-shiinc-246494,3,4,"2020-05-11 15:06:29"
r-shiinc-246503,3,8,"2020-05-11 15:39:00"
r-shiinc-246504,3,9,"2020-05-11 15:39:00"
r-shiinc-246505,4,14,"2020-05-11 15:39:00"
r-shiinc-246519,3,4,"2020-05-11 15:46:17"
r-shiinc-246523,3,17,"2020-05-11 15:50:31"
r-shiinc-246524,3,17,"2020-05-11 15:50:32"
r-shiinc-246525,3,17,"2020-05-11 15:50:32"
r-shiinc-246526,3,19,"2020-05-11 15:50:33"
r-shiinc-246535,4,3,"2020-05-11 16:04:30"
r-shiinc-246537,3,5,"2020-05-11 16:04:31"
r-shiinc-246539,3,6,"2020-05-11 16:04:45"
r-shiinc-246555,3,19,"2020-05-11 16:20:24"
r-shiinc-246556,3,4,"2020-05-11 16:21:22"
r-shiinc-246560,3,3,"2020-05-11 16:24:34"
r-shiinc-246577,3,10,"2020-05-11 16:29:22"
r-shiinc-246582,3,5,"2020-05-11 16:30:36"
r-shiinc-246584,3,10,"2020-05-11 16:32:41"
r-shiinc-246586,3,20,"2020-05-11 16:33:51"
r-shiinc-246587,3,20,"2020-05-11 16:33:51"
r-shiinc-246588,3,21,"2020-05-11 16:33:52"
r-shiinc-246589,3,21,"2020-05-11 16:33:53"
r-shiinc-246590,3,21,"2020-05-11 16:33:53"
r-shiinc-246591,3,22,"2020-05-11 16:33:54"
r-shiinc-246592,3,6,"2020-05-11 16:33:54"
r-shiinc-246593,3,7,"2020-05-11 16:34:48"
r-shiinc-246594,3,5,"2020-05-11 16:36:30"
r-shiinc-246596,3,9,"2020-05-11 16:37:44"
r-shiinc-246597,4,9,"2020-05-11 16:38:36"
r-shiinc-246598,3,7,"2020-05-11 16:39:19"
r-shiinc-246599,3,10,"2020-05-11 16:40:03"
r-shiinc-246600,4,5,"2020-05-11 16:49:49"
r-shiinc-246601,3,3,"2020-05-11 16:50:04"
r-shiinc-246615,3,15,"2020-05-11 16:59:10"
r-shiinc-246616,3,6,"2020-05-11 16:59:10"
r-shiinc-246664,4,18,"2020-05-11 17:13:13"
r-shiinc-246665,5,18,"2020-05-11 17:13:13"
r-shiinc-246666,5,19,"2020-05-11 17:13:14"
r-shiinc-246667,4,20,"2020-05-11 17:13:14"
r-shiinc-246668,4,21,"2020-05-11 17:13:14"
r-shiinc-246670,3,5,"2020-05-11 17:25:05"
r-shiinc-246671,3,4,"2020-05-11 17:25:05"
r-shiinc-246672,3,7,"2020-05-11 17:25:05"
r-shiinc-246674,3,18,"2020-05-11 17:31:13"
r-shiinc-246675,3,18,"2020-05-11 17:31:14"
r-shiinc-246676,3,20,"2020-05-11 17:31:14"
r-shiinc-246677,3,19,"2020-05-11 17:31:15"
r-shiinc-246678,3,2,"2020-05-11 17:33:39"
r-shiinc-246679,3,9,"2020-05-11 17:33:39"
r-shiinc-246680,5,14,"2020-05-11 17:33:39"
r-shiinc-246697,5,9,"2020-05-11 17:52:16"
r-shiinc-246774,3,10,"2020-05-11 19:12:08"
r-shiinc-246777,3,19,"2020-05-11 19:23:12"
r-shiinc-246778,3,19,"2020-05-11 19:23:12"
r-shiinc-246779,4,19,"2020-05-11 19:23:12"
r-shiinc-246780,4,19,"2020-05-11 19:23:13"
r-shiinc-246781,3,11,"2020-05-11 19:23:37"
r-shiinc-246783,3,5,"2020-05-11 19:39:24"
r-shiinc-246785,3,11,"2020-05-11 19:41:54"
r-shiinc-246791,3,2,"2020-05-11 19:53:06"
r-shiinc-246795,3,2,"2020-05-11 20:03:16"
r-shiinc-246796,3,2,"2020-05-11 20:03:56"
r-shiinc-246798,1,4,"2020-05-11 20:06:39"
r-shiinc-246799,4,30,"2020-05-11 20:08:47"
r-shiinc-246802,4,20,"2020-05-11 20:22:01"
r-shiinc-246803,4,18,"2020-05-11 20:25:26"
r-shiinc-246805,4,19,"2020-05-11 20:27:20"
r-shiinc-246806,4,19,"2020-05-11 20:30:17"
r-shiinc-246899,3,2,"2020-05-11 21:24:53"
r-shiinc-246900,3,13,"2020-05-11 21:24:54"
r-shiinc-246901,3,17,"2020-05-11 21:24:54"
r-shiinc-246902,3,21,"2020-05-11 21:28:16"
r-shiinc-246903,3,21,"2020-05-11 21:28:18"
r-shiinc-246904,3,20,"2020-05-11 21:28:18"
r-shiinc-246905,3,28,"2020-05-11 21:28:20"
r-shiinc-246906,3,26,"2020-05-11 21:28:20"
r-shiinc-246949,3,20,"2020-05-11 21:50:48"
r-shiinc-246950,3,21,"2020-05-11 21:50:49"
r-shiinc-246951,3,21,"2020-05-11 21:50:50"
r-shiinc-246952,3,20,"2020-05-11 21:50:51"
r-shiinc-246955,3,21,"2020-05-11 21:50:52"
r-shiinc-246956,3,21,"2020-05-11 21:50:52"
r-shiinc-246960,3,21,"2020-05-11 21:50:58"
r-shiinc-246961,3,21,"2020-05-11 21:51:00"
r-shiinc-246973,3,6,"2020-05-11 22:17:37"
r-shiinc-246975,3,23,"2020-05-11 22:18:03"
r-shiinc-246976,4,33,"2020-05-11 22:18:05"
r-shiinc-246977,4,26,"2020-05-11 22:18:07"
r-shiinc-246978,4,27,"2020-05-11 22:18:08"
r-shiinc-246979,4,29,"2020-05-11 22:18:09"
r-shiinc-246980,3,3,"2020-05-11 22:18:39"
r-shiinc-247010,5,22,"2020-05-11 23:35:20"
r-shiinc-247012,3,26,"2020-05-11 23:36:11"
r-shiinc-247014,3,25,"2020-05-11 23:37:05"
r-shiinc-247016,5,23,"2020-05-11 23:37:49"
r-shiinc-247018,3,25,"2020-05-11 23:38:27"
r-shiinc-247020,3,24,"2020-05-11 23:39:09"
r-shiinc-247022,3,26,"2020-05-11 23:41:40"
r-shiinc-247175,5,20,"2020-05-12 01:39:48"
r-shiinc-247176,5,20,"2020-05-12 01:39:48"
r-shiinc-247177,5,19,"2020-05-12 01:39:49"
r-shiinc-247178,5,20,"2020-05-12 01:39:50"
r-shiinc-247179,5,33,"2020-05-12 01:39:50"
r-shiinc-247180,5,55,"2020-05-12 01:39:56"
r-shiinc-247181,5,57,"2020-05-12 01:40:05"
r-shiinc-247182,5,58,"2020-05-12 01:40:15"
r-shiinc-247183,5,60,"2020-05-12 01:40:21"
r-shiinc-247184,5,58,"2020-05-12 01:40:32"
r-shiinc-247185,5,52,"2020-05-12 01:41:12"
r-shiinc-247186,4,47,"2020-05-12 01:42:42"
r-shiinc-247187,4,55,"2020-05-12 01:43:39"
r-shiinc-247188,4,35,"2020-05-12 01:43:39"
r-shiinc-247189,4,56,"2020-05-12 01:43:47"
r-shiinc-247190,4,48,"2020-05-12 01:44:20"
r-shiinc-247191,4,52,"2020-05-12 01:44:46"
r-shiinc-247192,4,47,"2020-05-12 01:44:57"
r-shiinc-247193,4,50,"2020-05-12 01:45:04"
r-shiinc-247194,4,74,"2020-05-12 01:46:15"
r-shiinc-247195,4,70,"2020-05-12 01:46:30"
r-shiinc-247196,4,41,"2020-05-12 01:47:41"
r-shiinc-247200,5,51,"2020-05-12 01:55:56"
r-shiinc-247201,5,56,"2020-05-12 01:56:04"
r-shiinc-247202,5,54,"2020-05-12 01:56:10"
r-shiinc-247203,5,48,"2020-05-12 01:56:13"
r-shiinc-247204,5,48,"2020-05-12 01:56:19"
r-shiinc-247205,5,50,"2020-05-12 01:57:23"
r-shiinc-247206,5,58,"2020-05-12 01:57:31"
r-shiinc-247547,3,5,"2020-05-12 13:06:25"
r-shiinc-247551,3,4,"2020-05-12 13:17:18"
r-shiinc-247552,3,2,"2020-05-12 13:17:33"
r-shiinc-247556,3,2,"2020-05-12 13:20:08"
r-shiinc-247557,3,4,"2020-05-12 13:20:49"
r-shiinc-247558,3,4,"2020-05-12 13:21:39"
r-shiinc-247559,3,2,"2020-05-12 13:22:26"
r-shiinc-247560,3,2,"2020-05-12 13:22:45"
r-shiinc-247561,3,19,"2020-05-12 13:28:30"
r-shiinc-247562,3,20,"2020-05-12 13:28:30"
r-shiinc-247563,3,21,"2020-05-12 13:28:30"
r-shiinc-247567,4,17,"2020-05-12 13:37:19"
r-shiinc-247568,4,18,"2020-05-12 13:37:19"
r-shiinc-247571,3,2,"2020-05-12 13:53:37"
r-shiinc-247590,3,12,"2020-05-12 14:12:23"
r-shiinc-247591,4,15,"2020-05-12 14:12:24"
r-shiinc-247592,3,9,"2020-05-12 14:12:29"
r-shiinc-247601,3,12,"2020-05-12 14:16:55"
r-shiinc-247603,3,8,"2020-05-12 14:19:08"
r-shiinc-247605,3,15,"2020-05-12 14:19:55"
r-shiinc-247607,3,11,"2020-05-12 14:22:10"
r-shiinc-247608,3,6,"2020-05-12 14:24:48"
r-shiinc-247609,3,5,"2020-05-12 14:26:12"
r-shiinc-247610,3,19,"2020-05-12 14:27:48"
r-shiinc-247611,3,10,"2020-05-12 14:28:39"
r-shiinc-247612,3,17,"2020-05-12 14:29:04"
r-shiinc-247614,3,7,"2020-05-12 14:30:43"
r-shiinc-247615,3,11,"2020-05-12 14:31:34"
r-shiinc-247622,3,11,"2020-05-12 15:09:13"
r-shiinc-247641,3,12,"2020-05-12 15:22:37"
r-shiinc-247650,3,11,"2020-05-12 15:24:39"
r-shiinc-247651,3,12,"2020-05-12 15:24:39"
r-shiinc-247652,3,12,"2020-05-12 15:24:39"
r-shiinc-247653,3,10,"2020-05-12 15:24:39"
r-shiinc-247654,3,9,"2020-05-12 15:24:39"
r-shiinc-247659,3,5,"2020-05-12 15:25:15"
r-shiinc-247670,3,3,"2020-05-12 15:26:49"
r-shiinc-247671,3,14,"2020-05-12 15:26:49"
r-shiinc-247756,3,12,"2020-05-12 15:35:03"
r-shiinc-247757,3,10,"2020-05-12 15:35:04"
r-shiinc-247759,3,12,"2020-05-12 15:35:08"
r-shiinc-247767,3,3,"2020-05-12 15:56:35"
r-shiinc-247768,3,3,"2020-05-12 15:57:45"
r-shiinc-247769,4,3,"2020-05-12 15:57:46"
r-shiinc-247773,3,5,"2020-05-12 16:01:10"
r-shiinc-247774,3,9,"2020-05-12 16:01:13"
r-shiinc-247778,3,4,"2020-05-12 16:03:24"
r-shiinc-247780,4,6,"2020-05-12 16:03:58"
r-shiinc-247788,3,3,"2020-05-12 16:11:17"
r-shiinc-247789,3,9,"2020-05-12 16:12:13"
r-shiinc-247790,4,8,"2020-05-12 16:13:24"
r-shiinc-247793,3,9,"2020-05-12 16:16:40"
r-shiinc-247795,3,4,"2020-05-12 16:17:42"
r-shiinc-247796,3,9,"2020-05-12 16:18:45"
r-shiinc-247797,4,7,"2020-05-12 16:20:06"
r-shiinc-247798,3,11,"2020-05-12 16:20:46"
r-shiinc-247799,3,12,"2020-05-12 16:22:07"
r-shiinc-247812,4,25,"2020-05-12 16:31:36"
r-shiinc-247819,3,7,"2020-05-12 16:36:59"
r-shiinc-247823,3,22,"2020-05-12 16:38:40"
r-shiinc-247824,3,22,"2020-05-12 16:38:42"
r-shiinc-247825,3,22,"2020-05-12 16:38:42"
r-shiinc-247826,3,21,"2020-05-12 16:38:42"
r-shiinc-247827,3,22,"2020-05-12 16:38:42"
r-shiinc-247828,3,10,"2020-05-12 16:39:44"
r-shiinc-247829,3,6,"2020-05-12 16:40:39"
r-shiinc-247830,4,13,"2020-05-12 16:42:33"
r-shiinc-247834,3,25,"2020-05-12 16:59:59"
r-shiinc-247837,4,19,"2020-05-12 17:09:09"
r-shiinc-247838,4,21,"2020-05-12 17:09:10"
r-shiinc-247839,5,21,"2020-05-12 17:09:11"
r-shiinc-247840,4,22,"2020-05-12 17:09:13"
r-shiinc-247841,3,22,"2020-05-12 17:09:13"
r-shiinc-247843,3,20,"2020-05-12 17:09:28"
r-shiinc-247844,3,21,"2020-05-12 17:09:30"
r-shiinc-247845,3,20,"2020-05-12 17:09:30"
r-shiinc-247846,3,18,"2020-05-12 17:09:30"
r-shiinc-247848,3,8,"2020-05-12 17:45:37"
r-shiinc-247850,3,2,"2020-05-12 17:56:06"
r-shiinc-247851,3,5,"2020-05-12 17:56:06"
r-shiinc-247852,3,7,"2020-05-12 17:56:06"
r-shiinc-247853,3,3,"2020-05-12 17:56:07"
r-shiinc-247935,5,20,"2020-05-12 18:56:40"
r-shiinc-247936,4,20,"2020-05-12 18:56:40"
r-shiinc-247937,5,21,"2020-05-12 18:56:40"
r-shiinc-247938,4,21,"2020-05-12 18:56:41"
r-shiinc-247969,3,11,"2020-05-12 19:27:08"
r-shiinc-247981,3,11,"2020-05-12 20:07:13"
r-shiinc-247983,3,6,"2020-05-12 20:07:33"
r-shiinc-247992,3,22,"2020-05-12 20:29:36"
r-shiinc-248005,4,19,"2020-05-12 20:40:41"
r-shiinc-248006,4,18,"2020-05-12 20:47:33"
r-shiinc-248007,4,17,"2020-05-12 20:57:16"
r-shiinc-248008,4,20,"2020-05-12 21:00:45"
r-shiinc-248018,3,25,"2020-05-12 21:18:56"
r-shiinc-248019,3,25,"2020-05-12 21:18:56"
r-shiinc-248020,3,24,"2020-05-12 21:18:56"
r-shiinc-248021,3,23,"2020-05-12 21:18:56"
r-shiinc-248022,3,25,"2020-05-12 21:18:58"
r-shiinc-248023,3,24,"2020-05-12 21:18:58"
r-shiinc-248024,3,31,"2020-05-12 21:18:58"
r-shiinc-248025,3,28,"2020-05-12 21:18:58"
r-shiinc-248026,3,26,"2020-05-12 21:18:59"
r-shiinc-248027,3,34,"2020-05-12 21:19:02"
r-shiinc-248028,3,29,"2020-05-12 21:19:03"
r-shiinc-248029,3,33,"2020-05-12 21:19:08"
r-shiinc-248041,3,4,"2020-05-12 21:42:20"
r-shiinc-248042,3,15,"2020-05-12 21:42:21"
r-shiinc-248043,3,12,"2020-05-12 21:42:21"
r-shiinc-248044,3,14,"2020-05-12 21:42:21"
r-shiinc-248045,3,6,"2020-05-12 21:45:07"
r-shiinc-248057,5,4,"2020-05-12 21:59:14"
r-shiinc-248061,4,31,"2020-05-12 22:53:40"
r-shiinc-248062,4,34,"2020-05-12 22:53:44"
r-shiinc-248063,4,29,"2020-05-12 22:53:45"
r-shiinc-248064,4,32,"2020-05-12 22:53:45"
r-shiinc-248065,4,35,"2020-05-12 22:53:48"
r-shiinc-248066,4,35,"2020-05-12 22:53:48"
r-shiinc-248067,4,30,"2020-05-12 22:53:49"
r-shiinc-248068,4,29,"2020-05-12 22:53:52"
r-shiinc-248069,4,5,"2020-05-12 23:05:24"
r-shiinc-248071,3,15,"2020-05-12 23:06:51"
r-shiinc-248072,3,11,"2020-05-12 23:06:51"
r-shiinc-248073,3,18,"2020-05-12 23:06:51"
r-shiinc-248204,5,20,"2020-05-13 00:09:18"
r-shiinc-248205,5,20,"2020-05-13 00:09:21"
r-shiinc-248206,5,20,"2020-05-13 00:09:21"
r-shiinc-248207,5,20,"2020-05-13 00:09:22"
r-shiinc-248219,5,12,"2020-05-13 01:39:55"
r-shiinc-248220,5,54,"2020-05-13 01:42:31"
r-shiinc-248221,5,65,"2020-05-13 01:42:41"
r-shiinc-248222,5,66,"2020-05-13 01:42:41"
r-shiinc-248223,5,58,"2020-05-13 01:43:33"
r-shiinc-248224,5,110,"2020-05-13 01:43:44"
r-shiinc-248225,5,65,"2020-05-13 01:43:59"
r-shiinc-248226,5,50,"2020-05-13 01:44:07"
r-shiinc-248227,5,59,"2020-05-13 01:44:17"
r-shiinc-248228,5,61,"2020-05-13 01:44:22"
r-shiinc-248269,4,7,"2020-05-13 02:22:33"
r-shiinc-248281,4,54,"2020-05-13 02:26:25"
r-shiinc-248282,4,50,"2020-05-13 02:26:26"
r-shiinc-248283,4,66,"2020-05-13 02:27:24"
r-shiinc-248284,4,45,"2020-05-13 02:27:37"
r-shiinc-248285,4,44,"2020-05-13 02:27:43"
r-shiinc-248286,4,56,"2020-05-13 02:27:49"
r-shiinc-248287,4,55,"2020-05-13 02:28:47"
r-shiinc-248288,4,47,"2020-05-13 02:29:29"
r-shiinc-248290,4,53,"2020-05-13 02:29:55"
r-shiinc-248291,4,38,"2020-05-13 02:29:59"
r-shiinc-248292,4,59,"2020-05-13 02:30:01"
r-shiinc-248293,4,45,"2020-05-13 02:31:07"
r-shiinc-248294,4,46,"2020-05-13 02:31:25"
r-shiinc-248295,4,45,"2020-05-13 02:31:29"
r-shiinc-248345,3,3,"2020-05-13 12:22:13"
r-shiinc-248346,3,2,"2020-05-13 12:32:34"
r-shiinc-248490,3,23,"2020-05-13 13:28:26"
r-shiinc-248492,5,18,"2020-05-13 13:34:26"
r-shiinc-248493,5,17,"2020-05-13 13:34:27"
r-shiinc-248494,4,18,"2020-05-13 13:34:27"
r-shiinc-248495,4,18,"2020-05-13 13:34:27"
r-shiinc-248496,5,17,"2020-05-13 13:34:31"
r-shiinc-248512,4,15,"2020-05-13 13:45:16"
r-shiinc-248517,3,5,"2020-05-13 13:47:53"
r-shiinc-248529,3,2,"2020-05-13 13:55:39"
r-shiinc-248533,3,2,"2020-05-13 13:56:28"
r-shiinc-248569,4,7,"2020-05-13 14:38:32"
r-shiinc-248570,4,10,"2020-05-13 14:38:34"
r-shiinc-248572,3,11,"2020-05-13 14:39:09"
r-shiinc-248573,3,14,"2020-05-13 14:39:11"
r-shiinc-248576,3,10,"2020-05-13 14:42:13"
r-shiinc-248579,3,18,"2020-05-13 14:43:32"
r-shiinc-248591,3,15,"2020-05-13 14:45:16"
r-shiinc-248593,3,8,"2020-05-13 14:45:48"
r-shiinc-248594,3,7,"2020-05-13 14:46:18"
r-shiinc-248607,3,17,"2020-05-13 14:48:06"
r-shiinc-248615,3,6,"2020-05-13 14:48:39"
r-shiinc-248618,3,18,"2020-05-13 14:49:07"
r-shiinc-248620,3,7,"2020-05-13 14:50:02"
r-shiinc-248664,3,15,"2020-05-13 14:51:18"
r-shiinc-248665,4,29,"2020-05-13 14:51:34"
r-shiinc-248666,3,16,"2020-05-13 14:53:17"
r-shiinc-248714,3,16,"2020-05-13 15:48:26"
r-shiinc-248715,3,15,"2020-05-13 15:48:26"
r-shiinc-248716,3,20,"2020-05-13 15:52:52"
r-shiinc-248717,3,22,"2020-05-13 15:52:54"
r-shiinc-248719,3,24,"2020-05-13 15:52:56"
r-shiinc-248720,3,22,"2020-05-13 15:52:59"
r-shiinc-248721,3,23,"2020-05-13 15:52:59"
r-shiinc-248722,3,24,"2020-05-13 15:53:00"
r-shiinc-248723,3,23,"2020-05-13 15:53:00"
r-shiinc-248724,3,23,"2020-05-13 15:53:00"
r-shiinc-248728,3,13,"2020-05-13 15:56:31"
r-shiinc-248739,3,4,"2020-05-13 16:07:20"
r-shiinc-248740,3,3,"2020-05-13 16:08:31"
r-shiinc-248745,3,3,"2020-05-13 16:10:31"
r-shiinc-248748,3,4,"2020-05-13 16:11:59"
r-shiinc-248749,4,2,"2020-05-13 16:14:20"
r-shiinc-248750,3,3,"2020-05-13 16:14:20"
r-shiinc-248756,4,8,"2020-05-13 16:16:45"
r-shiinc-248763,3,8,"2020-05-13 16:19:15"
r-shiinc-248765,3,10,"2020-05-13 16:19:38"
r-shiinc-248766,3,6,"2020-05-13 16:20:07"
r-shiinc-248767,3,12,"2020-05-13 16:20:51"
r-shiinc-248772,3,8,"2020-05-13 16:21:51"
r-shiinc-248773,4,10,"2020-05-13 16:23:21"
r-shiinc-248774,3,7,"2020-05-13 16:23:40"
r-shiinc-248780,3,3,"2020-05-13 16:39:25"
r-shiinc-248781,3,21,"2020-05-13 16:44:16"
r-shiinc-248782,3,20,"2020-05-13 16:44:16"
r-shiinc-248783,3,21,"2020-05-13 16:44:17"
r-shiinc-248784,3,22,"2020-05-13 16:44:17"
r-shiinc-248785,3,22,"2020-05-13 16:44:18"
